1	2
1	1
2	2
2	1
3	3
3	1
4	4
4	1
5	6
5	5
5	1
6	3
6	1
7	7
7	1
8	8
8	1
9	11
9	10
9	9
9	1
10	12
10	10
10	9
10	1
11	8
11	1
12	13
12	1
13	14
13	1
14	15
14	10
14	9
14	1
15	14
15	1
16	16
16	1
17	17
17	1
18	18
18	1
19	19
19	10
19	9
19	1
20	3
20	1
21	20
21	1
22	21
22	10
22	9
22	1
23	8
23	1
24	22
24	10
24	9
24	1
25	23
25	1
26	26
26	25
26	24
27	27
27	1
28	28
28	5
28	1
29	3
29	1
30	7
30	1
31	2
31	1
32	29
32	5
32	1
33	2
33	1
34	2
34	1
35	3
35	1
36	23
36	1
37	30
37	1
38	31
38	1
39	32
39	1
40	33
40	1
41	34
41	1
42	35
42	1
43	23
43	1
44	36
44	5
44	1
45	3
45	1
46	37
46	1
47	8
47	1
48	38
48	5
48	1
49	3
49	1
50	39
50	1
51	2
51	1
52	40
52	5
52	1
53	2
53	1
54	2
54	1
55	3
55	1
56	3
56	1
57	41
57	1
58	42
58	1
59	43
59	1
60	44
60	1
61	44
61	1
62	48
62	49
62	47
62	46
62	45
62	1
63	14
63	1
64	50
64	1
65	8
65	1
66	51
66	1
67	54
67	53
67	52
67	1
68	8
68	1
69	43
69	1
70	3
70	1
71	55
71	1
72	56
72	10
72	9
72	1
73	3
73	1
74	7
74	1
75	43
75	1
76	3
76	1
77	57
77	5
77	1
78	48
78	58
78	47
78	46
78	45
78	1
79	8
79	1
80	43
80	1
81	3
81	1
82	8
82	1
83	48
83	59
83	47
83	46
83	45
83	1
84	8
84	1
85	60
85	10
85	9
85	1
86	3
86	1
87	7
87	1
88	43
88	1
89	3
89	1
90	61
90	5
90	1
91	48
91	62
91	47
91	46
91	45
91	1
92	23
92	1
93	8
93	1
94	8
94	1
95	44
95	1
96	43
96	1
97	42
97	1
98	3
98	1
99	41
99	1
100	2
100	1
101	3
101	1
102	63
102	5
102	1
103	3
103	1
104	2
104	1
105	2
105	1
106	2
106	1
107	2
107	1
108	3
108	1
109	8
109	1
110	8
110	1
111	2
111	1
112	64
112	10
112	9
112	1
113	65
113	5
113	1
114	66
114	5
114	1
115	14
115	1
116	67
116	10
116	9
116	1
117	68
117	25
117	24
118	69
118	5
118	1
119	2
119	1
120	2
120	1
121	3
121	1
122	3
