1	4269568	4269568
2	4271024	4271024
3	4271024	4271105
4	4271024	4271127
5	4271024	4271161
6	4271024	4271180
7	4271024	4271278
8	4263941	4263941
9	4263941	4269760
10	4263951	4263951
11	4263951	4264864
12	4269584	4269584
13	4269590	4269590
14	4263966	4263966
15	4263966	4264081
16	4263966	4272896
17	4263966	4272904
18	4263966	4272906
19	4263966	4272976
20	4263966	4273212
21	4263966	4273222
22	4269600	4269600
23	4269600	4269616
24	4269600	4269627
25	4269600	4269641
26	4269600	4269655
27	4269600	4269669
28	4269600	4269683
29	4269600	4269695
30	4269600	4269697
31	4265904	4265904
32	4268144	4268144
33	4268144	4268188
34	4268144	4268199
35	4268144	4268208
36	4268144	4268217
37	4268144	4268234
38	4268144	4268256
39	4268144	4268276
40	4268144	4268278
41	4268144	4268287
42	4268144	4268304
43	4268144	4268314
44	4268144	4268337
45	4268144	4268346
46	4268144	4268359
47	4268144	4268369
48	4268144	4268386
49	4268144	4268391
50	4268144	4268417
51	4263991	4263991
12	4263991	4269584
52	4269920	4269920
53	4264016	4264016
54	4264016	4270448
55	4264016	4270480
56	4264016	4270492
57	4264016	4270511
58	4264016	4270609
59	4264016	4270618
60	4264016	4270629
61	4264016	4270641
62	4264016	4270661
63	4265568	4265568
64	4269840	4269840
65	4269840	4269849
66	4269840	4269851
67	4269840	4269879
68	4264992	4264992
69	4264992	4264994
70	4264992	4264995
71	4264041	4264041
72	4264041	4270384
73	4273312	4273312
74	4267120	4267120
75	4267120	4267131
76	4267120	4267150
77	4267120	4267165
78	4267120	4267167
79	4264056	4264056
31	4264056	4265904
80	4264061	4264061
81	4264061	4271392
82	4265600	4265600
83	4265600	4265710
84	4265600	4265724
85	4265600	4265738
86	4265600	4265749
9	4269760	4269760
87	4264066	4264066
88	4264066	4272944
89	4270726	4270726
15	4264081	4264081
19	4264081	4272976
20	4264081	4273212
21	4264081	4273222
90	4264131	4264131
91	4264131	4270880
92	4264131	4270924
93	4264131	4270942
94	4264131	4270954
95	4264131	4270965
96	4264131	4270982
97	4264131	4270987
98	4264131	4270989
99	4264131	4270991
100	4264086	4264086
101	4264086	4272914
102	4270752	4270752
103	4270752	4270778
104	4270752	4270782
105	4270752	4270805
106	4270752	4270809
107	4270752	4270832
108	4270752	4270836
109	4270752	4270841
110	4269936	4269936
111	4269936	4269951
112	4269936	4269952
113	4269936	4269958
114	4269936	4269960
115	4269936	4269971
116	4264101	4264101
117	4264101	4271370
118	4266672	4266672
119	4264126	4264126
63	4264126	4265568
120	4266688	4266688
121	4266688	4266715
122	4266688	4266722
123	4266688	4266745
124	4266688	4266749
125	4266688	4266776
126	4266688	4266785
127	4266688	4266787
128	4266688	4266796
129	4266688	4266800
130	4266688	4266819
131	4266688	4266834
132	4266688	4266838
133	4266688	4266855
134	4266688	4266857
135	4265504	4265504
136	4265504	4265513
137	4265504	4265544
138	4270275	4270275
139	4264141	4264141
135	4264141	4265504
136	4264141	4265513
137	4264141	4265544
140	4272336	4272336
141	4272336	4272364
142	4272336	4272380
143	4272336	4272413
144	4272336	4272426
145	4272336	4272441
146	4272336	4272466
147	4272336	4272482
148	4272336	4272497
149	4272336	4272511
150	4272336	4272542
151	4272336	4272577
152	4272336	4272594
153	4272336	4272601
154	4272336	4272620
155	4272336	4272679
156	4272336	4272696
157	4272336	4272705
158	4272336	4272714
159	4272336	4272736
160	4272336	4272750
161	4272336	4272765
162	4264146	4264146
32	4264146	4268144
33	4264146	4268188
34	4264146	4268199
35	4264146	4268208
36	4264146	4268217
37	4264146	4268234
38	4264146	4268256
39	4264146	4268276
40	4264146	4268278
41	4264146	4268287
42	4264146	4268304
43	4264146	4268314
44	4264146	4268337
45	4264146	4268346
46	4264146	4268359
47	4264146	4268369
48	4264146	4268386
49	4264146	4268391
50	4264146	4268417
163	4267232	4267232
164	4267232	4267291
165	4267232	4267306
166	4267232	4267335
167	4267232	4267365
168	4267232	4267379
169	4267232	4267389
170	4267232	4267409
171	4267232	4267442
172	4267232	4267446
173	4267232	4267448
174	4267232	4267457
175	4267232	4267465
176	4267232	4267469
177	4267232	4267483
178	4267232	4267530
179	4267232	4267575
180	4267232	4267611
181	4267232	4267651
182	4267232	4267656
183	4267232	4267686
184	4267232	4267726
185	4267232	4267731
186	4267232	4267766
187	4267232	4267774
188	4267232	4267780
189	4265936	4265936
190	4265936	4266019
191	4265936	4266045
192	4265936	4266053
193	4265936	4266062
194	4265936	4266075
195	4265936	4266084
196	4265936	4266096
197	4265936	4266105
198	4265936	4266137
199	4265936	4266159
200	4265936	4266161
201	4265936	4266171
202	4265936	4266180
203	4265936	4266208
204	4265936	4266217
205	4265936	4266250
206	4265936	4266251
207	4265936	4266257
208	4265936	4266270
209	4265936	4266279
210	4265936	4266296
211	4265936	4266308
212	4265936	4266375
213	4265936	4266387
214	4265936	4266396
215	4265936	4266402
216	4265936	4266493
217	4265936	4266498
218	4264166	4264166
102	4264166	4270752
103	4264166	4270778
104	4264166	4270782
105	4264166	4270805
106	4264166	4270809
107	4264166	4270832
108	4264166	4270836
109	4264166	4270841
219	4264186	4264186
220	4264186	4269520
221	4264191	4264191
222	4264191	4270048
223	4264191	4270120
224	4264191	4270138
225	4264191	4270286
226	4264191	4270289
15	4272896	4264081
16	4272896	4272896
17	4272896	4272904
18	4272896	4272906
19	4272896	4272976
20	4272896	4273212
21	4272896	4273222
227	4264196	4264196
118	4264196	4266672
117	4271370	4271370
228	4271376	4271376
101	4272914	4272914
229	4264211	4264211
64	4264211	4269840
65	4264211	4269849
66	4264211	4269851
67	4264211	4269879
230	4272920	4272920
231	4264221	4264221
22	4264221	4269600
23	4264221	4269616
24	4264221	4269627
25	4264221	4269641
26	4264221	4269655
27	4264221	4269669
28	4264221	4269683
29	4264221	4269695
30	4264221	4269697
232	4272926	4272926
91	4270880	4270880
92	4270880	4270924
93	4270880	4270942
94	4270880	4270954
95	4270880	4270965
96	4270880	4270982
97	4270880	4270987
98	4270880	4270989
99	4270880	4270991
88	4272944	4272944
233	4264226	4264226
234	4264226	4269728
235	4272932	4272932
236	4272938	4272938
237	4264236	4264236
52	4264236	4269920
81	4271392	4271392
72	4270384	4270384
238	4264246	4264246
235	4264246	4272932
239	4272956	4272956
240	4265792	4265792
241	4265792	4265868
242	4265792	4265878
222	4270048	4270048
223	4270048	4270120
224	4270048	4270138
225	4270048	4270286
226	4270048	4270289
243	4264161	4264161
73	4264161	4273312
244	4264266	4264266
68	4264266	4264992
69	4264266	4264994
70	4264266	4264995
19	4272976	4272976
20	4272976	4273212
21	4272976	4273222
245	4264271	4264271
110	4264271	4269936
111	4264271	4269951
112	4264271	4269952
113	4264271	4269958
114	4264271	4269960
115	4264271	4269971
246	4271440	4271440
247	4271440	4271487
248	4271440	4271494
249	4271440	4271516
250	4271440	4271526
251	4271440	4271533
252	4271440	4271543
253	4271440	4271567
254	4271440	4271570
255	4271440	4271576
256	4271440	4271585
257	4271440	4271595
258	4271440	4271599
259	4271440	4271611
260	4271440	4271620
261	4271440	4271634
262	4271440	4271643
263	4271440	4271648
264	4271440	4271666
265	4271440	4271692
266	4271440	4271701
267	4271440	4271724
268	4271440	4271752
269	4271440	4271779
270	4271440	4271804
271	4271440	4271815
272	4271440	4271830
273	4271440	4271868
274	4271440	4271876
275	4271440	4271883
276	4271440	4271892
277	4271440	4271906
278	4271440	4271911
279	4271440	4271922
280	4271440	4271933
281	4271440	4271965
282	4271440	4271994
283	4271440	4272001
284	4271440	4272013
285	4271440	4272016
286	4271440	4272021
287	4271440	4272028
288	4271440	4272074
289	4271440	4272081
290	4271440	4272097
291	4271440	4272106
292	4271440	4272116
293	4271440	4272126
294	4264276	4264276
230	4264276	4272920
295	4270428	4270428
296	4268896	4268896
297	4268896	4268928
298	4268896	4268936
299	4268896	4268941
300	4268896	4268945
301	4268896	4268987
302	4264291	4264291
232	4264291	4272926
303	4264296	4264296
246	4264296	4271440
247	4264296	4271487
248	4264296	4271494
249	4264296	4271516
250	4264296	4271526
251	4264296	4271533
252	4264296	4271543
253	4264296	4271567
254	4264296	4271570
255	4264296	4271576
256	4264296	4271585
257	4264296	4271595
258	4264296	4271599
259	4264296	4271611
260	4264296	4271620
261	4264296	4271634
262	4264296	4271643
263	4264296	4271648
264	4264296	4271666
265	4264296	4271692
266	4264296	4271701
267	4264296	4271724
268	4264296	4271752
269	4264296	4271779
270	4264296	4271804
271	4264296	4271815
272	4264296	4271830
273	4264296	4271868
274	4264296	4271876
275	4264296	4271883
276	4264296	4271892
277	4264296	4271906
278	4264296	4271911
279	4264296	4271922
280	4264296	4271933
281	4264296	4271965
282	4264296	4271994
283	4264296	4272001
284	4264296	4272013
285	4264296	4272016
286	4264296	4272021
287	4264296	4272028
288	4264296	4272074
289	4264296	4272081
290	4264296	4272097
291	4264296	4272106
292	4264296	4272116
293	4264296	4272126
304	4264301	4264301
13	4264301	4269590
54	4270448	4270448
55	4270448	4270480
56	4270448	4270492
57	4270448	4270511
58	4270448	4270609
59	4270448	4270618
60	4270448	4270629
61	4270448	4270641
62	4270448	4270661
305	4264311	4264311
2	4264311	4271024
3	4264311	4271105
4	4264311	4271127
5	4264311	4271161
6	4264311	4271180
7	4264311	4271278
306	4264321	4264321
295	4264321	4270428
307	4264326	4264326
89	4264326	4270726
308	4264346	4264346
239	4264346	4272956
309	4264351	4264351
310	4264351	4269904
11	4264864	4264864
311	4264361	4264361
74	4264361	4267120
75	4264361	4267131
76	4264361	4267150
77	4264361	4267165
78	4264361	4267167
312	4264366	4264366
313	4264366	4268512
314	4264366	4268561
