4269568	4288912	7
4271103	4271105	1
4271029	4287176	7
4271159	4271180	0
4271212	4271278	2
4271103	4271127	0
4271159	4271161	1
4271034	4264061	7
4271052	4288584	7
4271178	4271278	2
4271144	4264131	4
4271122	4271278	2
4271093	4264166	4
4269794	4264276	4
4269772	4284488	7
4269777	4284368	7
4269767	4284540	7
4263941	4269760	2
4269803	4264211	4
4264898	4293308	6
4263951	4264864	2
4264909	4264266	4
4264898	4293308	4
4264898	4293308	7
4264944	4264266	4
4269584	4288916	7
4269590	4293300	7
4273048	4289192	7
4273055	4289188	7
4273114	4288972	7
4273197	4293124	6
4273210	4273212	1
4272902	4272906	0
4273197	4293124	7
4272996	4289216	7
4273099	4289048	7
4273197	4293124	4
4273041	4289196	7
4273227	4293024	7
4273234	4293028	7
4273210	4273222	0
4272990	4289220	7
4273203	4289040	7
4273002	4289212	7
4273227	4293024	4
4263966	4272896	2
4273214	4264161	4
4272896	4288584	7
4273088	4289244	7
4273169	4289040	7
4273234	4293028	6
4273063	4289240	7
4273129	4288964	7
4273080	4289232	7
4272906	4264081	2
4273119	4288960	7
4273186	4293076	4
4273163	4293096	4
4273234	4293028	4
4272902	4272904	1
4273186	4293076	7
4273072	4289228	7
4273027	4289236	7
4273109	4289232	7
4273186	4293076	6
4273163	4293096	6
4272985	4289224	7
4273192	4284760	7
4273163	4293096	7
4273139	4288584	7
4273034	4289200	7
4273020	4289248	7
4273014	4289204	7
4273227	4293024	6
4264081	4272976	2
4273151	4288588	7
4273008	4289208	7
4273176	4264161	4
4269639	4269641	1
4269667	4269669	1
4269653	4269655	1
4269614	4269695	0
4269653	4269683	0
4269667	4269683	0
4269693	4269697	2
4269681	4269683	1
4269614	4269616	1
4269681	4269695	0
4269683	4264086	4
4269625	4269627	1
4269639	4269683	0
4269625	4269695	0
4265907	4264016	4
4265912	4265936	4
4268215	4268217	1
4268344	4268346	1
4268182	4268188	1
4268228	4268386	0
4268384	4268391	2
4268274	4268276	1
4268242	4268256	2
4268228	4268234	1
4268391	4288520	7
4268367	4268359	0
4268285	4268278	0
4268274	4268256	0
4268344	4268337	0
4268193	4268386	0
4268312	4268314	1
4268285	4268287	1
4268256	4283220	7
4268328	4283248	7
4268312	4268304	0
4268422	4263966	4
4268407	4267232	4
4268163	4288520	7
4268299	4268304	2
4268367	4268369	1
4268386	4283652	7
4268215	4268208	0
4268182	4268417	0
4268153	4288584	7
4268193	4268199	1
4263991	4269584	2
4269584	4288916	7
4270607	4270618	0
4270548	4293064	7
4270627	4270641	0
4270548	4293064	6
4270560	4293068	7
4270616	4270641	2
4270560	4293068	6
4270468	4288584	7
4270548	4293064	4
4270506	4270661	2
4270500	4288588	7
4270560	4293068	4
4270478	4270511	0
4270655	4288588	7
4270492	4288584	7
4270627	4270629	1
4270576	4293072	7
4270644	4288584	7
4270576	4293072	6
4270490	4270492	1
4270536	4293060	7
4270478	4270480	1
4270536	4293060	6
4270576	4293072	4
4270490	4270511	0
4270480	4288584	7
4270515	4293056	4
4264016	4270448	2
4270607	4270609	1
4270536	4293060	4
4270515	4293056	6
4270515	4293056	7
4265578	4264301	4
4269847	4269849	1
4269849	4269879	2
4269847	4269851	0
4269871	4264291	4
4264992	4264995	0
4264992	4264994	1
4265012	4264361	4
4264041	4270384	2
4270391	4264191	4
4273312	4293204	7
4267148	4267165	0
4267141	4288532	7
4267131	4288512	7
4267157	4267232	4
4267148	4267150	1
4267167	4288552	7
4267129	4267131	1
4267190	4267232	4
4267129	4267167	0
4264056	4265904	2
4265907	4264016	4
4265912	4265936	4
4271411	4263966	7
4271416	4288584	7
4271421	4264346	4
4264061	4271392	2
4265701	4288568	7
4265740	4293296	4
4265650	4293280	4
4265670	4288928	7
4265650	4293280	7
4265715	4293292	4
4265715	4293292	7
4265650	4293280	6
4265640	4289944	7
4265678	4293288	7
4265715	4293292	6
4265608	4288880	7
4265685	4289964	7
4265615	4293272	6
4265708	4265724	0
4265656	4288932	7
4265615	4293272	7
4265740	4293296	7
4265635	4289944	7
4265603	4266688	4
4265696	4264236	4
4265664	4293284	7
4265645	4289960	7
4265740	4293296	6
4265664	4293284	6
