1	4	b4	NULL	0	null
2	1	eax	NULL	0	1
3	4	ds	NULL	0	1
4	4	[	NULL	0	3
5	2	NULL	4288912	0	4
6	1	ebp	NULL	0	1
7	1	esp	NULL	0	1
8	2	NULL	4294967294	0	1
9	2	NULL	4287176	0	1
10	2	NULL	4264061	0	1
11	4	fs	NULL	0	1
12	4	[	NULL	0	11
13	2	NULL	0	0	12
14	2	NULL	4294967256	0	1
15	1	ebx	NULL	0	1
16	1	esi	NULL	0	1
17	1	edi	NULL	0	1
18	2	NULL	4288584	0	4
19	4	ss	NULL	0	1
20	4	[	NULL	0	19
21	4	+	NULL	0	20
22	1	ebp	NULL	0	21
23	2	NULL	4294967288	0	21
24	2	NULL	4294967280	0	21
25	2	NULL	4294967272	0	21
26	2	NULL	4294967268	0	21
27	2	NULL	4194304	0	1
28	2	NULL	4294967292	0	21
29	2	NULL	0	0	1
30	2	NULL	4294967268	0	21
31	4	cs	NULL	0	1
32	2	NULL	4264166	0	31
33	2	NULL	4	0	1
34	4	b1	NULL	0	null
35	4	cs	NULL	0	34
36	2	NULL	4271127	0	35
37	2	NULL	4294967252	0	21
38	2	NULL	4294967292	0	21
39	2	NULL	4294967252	0	21
40	2	NULL	4271278	0	31
41	1	ecx	NULL	0	1
42	2	NULL	8	0	21
43	2	NULL	4294967268	0	21
44	2	NULL	4294967260	0	21
45	1	edx	NULL	0	1
46	2	NULL	4294967260	0	21
47	2	NULL	4294967268	0	21
48	2	NULL	4264131	0	31
49	2	NULL	8	0	1
50	2	NULL	4294967264	0	21
51	2	NULL	4294967264	0	21
52	2	NULL	4271180	0	35
53	2	NULL	4294967248	0	21
54	2	NULL	4294967292	0	21
55	2	NULL	4294967248	0	21
56	2	NULL	4271278	0	35
57	2	NULL	4294967264	0	21
58	4	+	NULL	0	4
59	1	ecx	NULL	0	58
60	2	NULL	36	0	58
61	2	NULL	2147483648	0	1
62	2	NULL	1	0	1
63	2	NULL	4294967244	0	21
64	2	NULL	4294967292	0	21
65	2	NULL	4294967244	0	21
66	2	NULL	4271278	0	35
67	2	NULL	4294967280	0	21
