1	2
1	1
2	5
2	4
2	3
2	1
3	6
3	1
4	6
4	1
5	7
5	1
6	8
6	1
7	9
7	1
8	10
8	1
9	2
9	1
10	13
10	12
10	11
10	1
11	2
11	1
12	7
12	1
13	14
13	1
14	15
14	1
15	16
15	1
16	17
16	1
17	2
17	1
18	18
18	4
18	3
18	1
19	22
19	23
19	21
19	20
19	19
19	1
20	2
20	1
21	2
21	1
22	6
22	1
23	2
23	1
24	2
24	1
25	22
25	24
25	21
25	20
25	19
25	1
26	13
26	12
26	11
26	1
27	2
27	1
28	22
28	25
28	21
28	20
28	19
28	1
29	7
29	1
30	22
30	26
30	21
30	20
30	19
30	1
31	27
31	1
32	22
32	28
32	21
32	20
32	19
32	1
33	29
33	1
34	2
34	1
35	22
35	30
35	21
35	20
35	19
35	1
36	2
36	1
37	32
37	31
37	1
38	7
38	1
39	33
39	1
40	2
40	1
41	2
41	1
42	36
42	35
42	34
43	22
43	37
43	21
43	20
43	19
43	1
44	29
44	1
45	22
45	38
45	21
45	20
45	19
45	1
46	8
46	1
47	2
47	1
48	22
48	39
48	21
48	20
48	19
48	1
49	40
49	31
49	1
50	41
50	1
51	22
51	42
51	21
51	20
51	19
51	1
52	41
52	1
53	22
53	43
53	21
53	20
53	19
53	1
54	22
54	44
54	21
54	20
54	19
54	1
55	41
55	1
56	45
56	1
57	22
57	46
57	21
57	20
57	19
57	1
58	45
58	1
59	2
59	1
60	22
60	47
60	21
60	20
60	19
60	1
61	2
61	1
62	48
62	31
62	1
63	7
63	1
64	49
64	1
65	22
65	50
65	21
65	20
65	19
65	1
66	2
66	1
67	22
67	51
67	21
67	20
67	19
67	1
68	29
68	1
69	52
69	35
69	34
70	22
70	53
70	21
70	20
70	19
70	1
71	29
71	1
72	22
72	54
72	21
72	20
72	19
72	1
73	8
73	1
74	2
74	1
75	22
75	55
75	21
75	20
75	19
75	1
76	56
76	35
76	34
77	41
77	1
78	22
78	57
78	21
78	20
78	19
78	1
79	45
79	1
80	59
80	60
80	58
80	4
80	3
80	1
81	45
81	1
82	61
82	1
83	45
83	1
84	45
84	1
85	45
85	1
86	45
86	1
87	62
87	1
88	22
88	63
88	21
88	20
88	19
88	1
89	45
89	1
90	22
90	64
90	21
90	20
90	19
90	1
91	8
91	1
92	2
92	1
93	22
93	65
93	21
93	20
93	19
