Title     ArbSeq ArbPar ValSeq ValPar ValFold
Problem1  3363.03  2380.77  2360.8  1527.65  3348.38 
Problem2  2656.23  1993.47  1837.33  1338.62  2693.44 
Problem3  11991  7351.27  8118.61  4500.54  6460.87 
