1	4263941	4	4269778	4264276
2	4263941	4	4269787	4264211
3	4263951	7	4272178	4293308
4	4263951	7	4272189	4264266
5	4263951	11	4272263	4293312
6	4263951	11	4272274	4264266
7	4263951	11	4272292	4264266
8	4264976	14	4264996	4264361
9	4263966	20	4273147	4293096
10	4263966	20	4273160	4264161
11	4263966	20	4273170	4293076
12	4263966	20	4273181	4293124
13	4263966	21	4273198	4264161
14	4263966	22	4273211	4293024
15	4263966	22	4273218	4293028
16	4271008	23	4271077	4264166
17	4271008	25	4271128	4264131
18	4267104	31	4267141	4267216
19	4267104	33	4267174	4267216
20	4270432	38	4270499	4293056
21	4270432	38	4270520	4293060
22	4270432	38	4270532	4293064
23	4270432	38	4270544	4293068
24	4270432	38	4270560	4293072
25	4265552	44	4265562	4264301
26	4268128	62	4268391	4267216
27	4268128	63	4268406	4263966
28	4265488	65	4265514	4264301
29	4265488	65	4265520	4264186
30	4264041	68	4270375	4264191
31	4265584	69	4265587	4266672
32	4265584	69	4265599	4293272
33	4265584	69	4265610	4293276
34	4265584	69	4265634	4293280
35	4265584	69	4265648	4293284
36	4265584	69	4265675	4264271
37	4265584	69	4265680	4264236
38	4265584	70	4265699	4293292
39	4265584	71	4265708	4263941
40	4265584	72	4265724	4293296
41	4264056	76	4265891	4264016
42	4264056	76	4265896	4265920
43	4264061	78	4271405	4264346
44	4269712	83	4269720	4293076
45	4270259	104	4270261	4264246
46	4272320	107	4272355	4263966
47	4272320	108	4272387	4293080
48	4272320	109	4272402	4293080
49	4272320	110	4272416	4263966
50	4272320	111	4272438	4293084
51	4272320	112	4272457	4263966
52	4272320	113	4272473	4293084
53	4272320	114	4272487	4293084
54	4272320	118	4272579	4293032
55	4272320	119	4272595	4263966
56	4272320	120	4272653	4293032
57	4272320	126	4272741	4293080
58	4272320	127	4272755	4263966
59	4267216	139	4267261	4263991
60	4267216	140	4267276	4264396
61	4267216	141	4267310	4293092
62	4267216	142	4267343	4293092
63	4267216	145	4267378	4266928
64	4267216	146	4267410	4267936
65	4267216	152	4267453	4293096
66	4267216	153	4267502	4264296
67	4267216	155	4267589	4293100
68	4267216	156	4267623	4293100
69	4267216	158	4267664	4293100
70	4267216	159	4267698	4293100
71	4267216	163	4267758	4293104
72	4267216	164	4267772	4263966
73	4271424	176	4271461	4293036
74	4271424	178	4271490	4293040
75	4271424	190	4271604	4272320
76	4271424	193	4271638	4293084
77	4271424	210	4271926	4293044
78	4271424	210	4271933	4293048
79	4271424	219	4272068	4293044
80	4271424	219	4272075	4293052
81	4264191	225	4270086	4293304
82	4264191	226	4270108	4293192
83	4264191	227	4270124	4264066
84	4264191	227	4270146	4293304
85	4264191	227	4270164	4293304
86	4264191	227	4270188	4293276
87	4264191	227	4270198	4264381
88	4264191	227	4270213	4293276
89	4264191	227	4270231	4293276
90	4264191	227	4270252	4270259
91	4269824	232	4269855	4264291
92	4269584	246	4269667	4264086
93	4265776	254	4265784	4264041
94	4265776	254	4265829	4293264
95	4265776	255	4265854	4264321
96	4268880	272	4268945	4288908
97	4268496	279	4268550	4293080
98	4268496	280	4268570	4293084
99	4268496	282	4268667	4268880
100	4268496	282	4268705	4293088
101	4268496	282	4268719	4288908
102	4268496	282	4268742	4267216
103	4268496	282	4268758	4263966
104	4268496	283	4268776	4267216
105	4268496	284	4268792	4263966
106	4267936	290	4268044	4293108
107	4266928	294	4267018	4293108
108	4265920	297	4265985	4264196
109	4265920	298	4266014	4293112
110	4265920	301	4266051	4293116
111	4265920	303	4266070	4264321
112	4265920	305	4266109	4264391
113	4265920	310	4266174	4264101
114	4265920	312	4266220	4293236
115	4265920	315	4266248	4293120
116	4265920	317	4266268	4264311
117	4265920	318	4266286	4289976
118	4265920	319	4266294	4293240
119	4265920	319	4266337	4263951
120	4265920	320	4266365	4293248
121	4265920	322	4266380	4293252
