1	2
1	1
2	5
2	4
2	3
2	1
3	6
3	4
3	3
3	1
4	8
4	7
4	1
5	9
5	1
6	9
6	1
7	10
7	1
8	11
8	1
9	12
9	1
10	13
10	1
11	14
11	1
12	15
12	1
13	16
13	1
14	17
14	1
15	11
15	1
16	18
16	7
16	1
17	10
17	1
18	19
18	1
19	2
19	1
20	20
20	7
20	1
21	10
21	1
22	21
22	1
23	9
23	1
24	22
24	4
24	3
24	1
25	23
25	7
25	1
26	9
26	1
27	9
27	1
28	10
28	1
29	10
29	1
30	24
30	1
31	25
31	1
32	26
32	1
33	27
33	1
34	27
34	1
35	31
35	32
35	30
35	29
35	28
35	1
36	33
36	1
37	34
37	1
38	2
38	1
39	35
39	1
40	38
40	37
40	36
40	1
41	2
41	1
42	26
42	1
43	10
43	1
44	39
44	1
45	40
45	4
45	3
45	1
46	10
46	1
47	41
47	1
48	26
48	1
49	10
49	1
50	42
50	7
50	1
51	31
51	43
51	30
51	29
51	28
51	1
52	2
52	1
53	31
53	44
53	30
53	29
53	28
53	1
54	11
54	1
55	31
55	45
55	30
55	29
55	28
55	1
56	11
56	1
57	48
57	47
57	46
58	2
58	1
59	31
59	49
59	30
59	29
59	28
59	1
60	2
60	1
61	50
61	1
62	31
62	51
62	30
62	29
62	28
62	1
63	2
63	1
64	31
64	52
64	30
64	29
64	28
64	1
65	53
65	1
66	54
66	47
66	46
67	2
67	1
68	31
68	55
68	30
68	29
68	28
68	1
69	33
69	1
70	31
70	56
70	30
70	29
70	28
70	1
71	58
71	60
71	61
71	59
71	57
71	4
71	3
71	1
72	62
72	1
73	63
73	47
73	46
74	2
74	1
75	31
75	64
75	30
75	29
75	28
75	1
76	33
76	1
77	65
77	66
77	57
77	4
77	3
77	1
78	31
78	67
78	30
78	29
78	28
78	1
79	33
79	1
80	26
80	1
81	10
81	1
82	2
82	1
83	31
83	68
83	30
83	29
83	28
83	1
84	2
84	1
85	69
85	1
86	70
86	4
86	3
86	1
87	10
87	1
88	71
88	1
89	26
89	1
90	10
90	1
91	72
91	7
91	1
92	2
92	1
93	2
93	1
94	27
94	1
95	26
95	1
96	25
96	1
97	10
97	1
98	24
98	1
99	9
99	1
100	10
100	1
101	73
101	7
101	1
102	10
102	1
103	9
103	1
104	9
104	1
105	74
105	47
105	46
106	9
106	1
107	9
107	1
