4269568	4288916	7
4271360	4293228	7
4269751	4284540	7
4269787	4264211	4
4269761	4284368	7
4263941	4269744	2
4269778	4264276	4
4269756	4284488	7
4269574	4293300	7
4272189	4264266	4
4272274	4264266	4
4272178	4293308	4
4272211	4272222	2
4272258	4282272	7
4272263	4293312	4
4272241	4272213	2
4272178	4293308	7
4272292	4264266	4
4272226	4272243	0
4272178	4293308	6
4272263	4293312	6
4272226	4272228	1
4263951	4272144	2
4272263	4293312	7
4264976	4264979	0
4264976	4264978	1
4264996	4264361	4
4273218	4293028	6
4273211	4293024	4
4273004	4289248	7
4273011	4289236	7
4273113	4288964	7
4273103	4288960	7
4273153	4289040	7
4273160	4264161	4
4273170	4293076	6
4273032	4289192	7
4273187	4289040	7
4263966	4272880	2
4273218	4293028	4
4273072	4289244	7
4273018	4289200	7
4273218	4293028	7
4273147	4293096	4
4272998	4289204	7
4273064	4289232	7
4272886	4272890	0
4273147	4293096	6
4272969	4289224	7
4273147	4293096	7
4272980	4289216	7
4273123	4288584	7
4273170	4293076	4
4273083	4289048	7
4273170	4293076	7
4273093	4289232	7
4273135	4288588	7
4273039	4289188	7
4272986	4289212	7
4273181	4293124	6
4273211	4293024	6
4272992	4289208	7
4273181	4293124	7
4273056	4289228	7
4273194	4273206	0
4273181	4293124	4
4273047	4289240	7
4273025	4289196	7
4264081	4272960	2
4273211	4293024	7
4273176	4284760	7
4272890	4264081	2
4272974	4289220	7
4272886	4272888	1
4273098	4288972	7
4272880	4288584	7
4273198	4264161	4
4273194	4273196	1
4269751	4284540	7
4269787	4264211	4
4269761	4284368	7
4269756	4284488	7
4269778	4264276	4
4271087	4271089	1
4271143	4271145	1
4271143	4271164	0
4271196	4271262	2
4271087	4271111	0
4271128	4264131	4
4271077	4264166	4
4271106	4271262	2
4271013	4287176	7
4271162	4271262	2
4271018	4264061	7
4271036	4288584	7
4267132	4267149	0
4267151	4288552	7
4267141	4267216	4
4267132	4267134	1
4267125	4288532	7
4267115	4288512	7
4267113	4267115	1
4267174	4267216	4
4267113	4267151	0
4263991	4269568	2
4269568	4288916	7
4270611	4270613	1
4270600	4270625	2
4270484	4288588	7
4270544	4293068	4
4270628	4288584	7
4270560	4293072	4
4270639	4288588	7
