1	4	b4	NULL	0	null
2	1	eax	NULL	0	1
3	4	ds	NULL	0	1
4	4	[	NULL	0	3
5	2	NULL	4288916	0	4
6	2	NULL	4293228	0	4
7	4	cs	NULL	0	1
8	2	NULL	4269744	0	7
9	1	ebp	NULL	0	1
10	1	esp	NULL	0	1
11	2	NULL	0	0	1
12	2	NULL	31	0	1
13	2	NULL	4284540	0	1
14	2	NULL	4284488	0	1
15	2	NULL	4284368	0	1
16	2	NULL	196608	0	1
17	2	NULL	65536	0	1
18	2	NULL	4264276	0	7
19	2	NULL	12	0	1
20	2	NULL	4264211	0	7
21	2	NULL	24	0	1
22	2	NULL	4293300	0	4
23	2	NULL	4272144	0	7
24	2	NULL	228	0	1
25	1	ebx	NULL	0	1
26	1	esi	NULL	0	1
27	1	edi	NULL	0	1
28	4	ss	NULL	0	1
29	4	[	NULL	0	28
30	4	+	NULL	0	29
31	1	ebp	NULL	0	30
32	2	NULL	4294967068	0	30
33	1	ecx	NULL	0	1
34	2	NULL	57	0	1
35	2	NULL	3435973836	0	1
36	4	es	NULL	0	1
37	4	[	NULL	0	36
38	1	edi	NULL	0	37
39	2	NULL	40	0	1
40	2	NULL	4293308	0	4
41	2	NULL	4	0	1
42	2	NULL	4264266	0	7
43	2	NULL	4294967288	0	30
44	2	NULL	4294967276	0	30
45	2	NULL	4294967276	0	30
46	4	b1	NULL	0	null
47	4	cs	NULL	0	46
48	2	NULL	4272222	0	47
49	2	NULL	4294967276	0	30
50	2	NULL	1	0	1
51	2	NULL	4294967276	0	30
52	2	NULL	4294967276	0	30
53	2	NULL	10	0	1
54	2	NULL	4272243	0	47
55	2	NULL	4294967276	0	30
56	2	NULL	4294967288	0	30
57	4	+	NULL	0	4
58	1	ecx	NULL	0	57
59	4	*	NULL	0	57
60	1	eax	NULL	0	59
61	2	NULL	4	0	59
62	2	NULL	5	0	1
63	2	NULL	4272213	0	47
64	2	NULL	4294967288	0	30
65	1	eax	NULL	0	57
66	2	NULL	48	0	57
67	2	NULL	4294967264	0	30
68	2	NULL	4294967264	0	30
69	2	NULL	4282272	0	1
