1	134513272	134513272
2	134513312	134513312
3	134513312	134518216
4	134513328	134513328
5	134513328	134518220
6	134513344	134513344
7	134513600	134513600
8	134513600	134513652
9	134513600	134513656
10	134513600	134513674
11	134513380	134513380
12	134513380	134513407
13	134513380	134513409
14	134513760	134513760
15	134513760	134513782
16	134513760	134513792
17	134513760	134513804
18	134513472	134513472
19	134513472	134513487
20	134513472	134513496
21	134513472	134513505
22	134513424	134513424
23	134513424	134513439
24	134513424	134513441
25	134513424	134513451
26	134513424	134513462
27	134513424	134513469
28	134513684	134513684
29	134513684	134513728
30	134513684	134513732
31	134513684	134513737
32	134513508	134513508
33	134513508	134513556
34	134513508	134513574
35	134513508	134513580
36	134513812	134513812
37	134518208	134518208
3	134518216	134518216
5	134518220	134518220
38	134518212	134518212
