134513278	134513380	4
134513283	134513472	4
134513288	134513760	4
134513312	134518184	7
134513312	134518216	2
134513328	134518220	2
134513328	134518188	7
134513372	134513328	4
134513360	134513600	7
134513367	134513508	7
134513355	134513684	7
134513650	134513652	0
134513650	134513674	0
134513672	134513674	1
134513672	134513674	0
134513672	134513656	0
134513621	134513272	4
134513650	134513652	1
134513405	134513407	0
134513405	134513407	1
134513405	134513409	0
134513764	134517948	7
134513772	134517948	7
134513802	134513804	0
134513780	134513782	1
134513780	134513804	0
134513802	134513792	0
134513780	134513782	0
134513802	134513804	1
134513478	134517964	7
134513485	134513487	1
134513494	134513505	0
134513485	134513487	0
134513485	134513505	0
134513494	134513496	1
134513496	134517964	7
134513494	134513496	0
134513430	134518204	7
134513451	134517960	2
134513462	134518204	7
134513437	134513439	1
134513439	134513469	2
134513437	134513439	0
134513444	134517960	2
134513460	134513462	1
134513451	134518200	7
134513444	134518200	7
134513437	134513451	0
134513460	134513462	0
134513460	134513441	0
134513735	134513737	1
134513737	134513812	4
134513725	134513732	2
134513735	134513728	0
134513735	134513737	0
134513578	134513580	0
134513578	134513580	1
134513532	134513312	4
134513554	134513574	2
134513578	134513556	0
134513829	134513424	4
