1	4270080	1	4270134	4293312
2	4270080	2	4270156	4293200
3	4270080	3	4270172	4264066
4	4270080	3	4270194	4293312
5	4270080	3	4270212	4293312
6	4270080	3	4270236	4293280
7	4270080	3	4270246	4264386
8	4270080	3	4270261	4293280
9	4270080	3	4270279	4293280
10	4270080	3	4270300	4270307
11	4268544	7	4268598	4293084
12	4268544	8	4268618	4293088
13	4268544	10	4268715	4268928
14	4268544	10	4268753	4293092
15	4268544	10	4268767	4288908
16	4268544	10	4268790	4267264
17	4268544	10	4268806	4263966
18	4268544	11	4268824	4267264
19	4268544	12	4268840	4263966
20	4263941	14	4269826	4264276
21	4263941	14	4269835	4264211
22	4263951	16	4264914	4293308
23	4263951	16	4264925	4264266
24	4263951	16	4264939	4293316
25	4263951	16	4264950	4264266
26	4263951	16	4264968	4264266
27	4263966	22	4273195	4293100
28	4263966	22	4273208	4264161
29	4263966	22	4273218	4293080
30	4263966	22	4273229	4293128
31	4263966	23	4273246	4264161
32	4263966	24	4273259	4293028
33	4263966	24	4273266	4293032
34	4265024	34	4265044	4264361
35	4265536	40	4265562	4264301
36	4265536	40	4265568	4264186
37	4264016	46	4270547	4293060
38	4264016	46	4270568	4293064
39	4264016	46	4270580	4293068
40	4264016	46	4270592	4293072
41	4264016	46	4270608	4293076
42	4264041	53	4270423	4264191
43	4264056	55	4265939	4264016
44	4264056	55	4265944	4265968
45	4264061	57	4271453	4264346
46	4265600	58	4265610	4264301
47	4269760	59	4269768	4293080
48	4267152	64	4267189	4267264
49	4267152	66	4267222	4267264
50	4265632	69	4265635	4266720
51	4265632	69	4265647	4293276
52	4265632	69	4265658	4293280
53	4265632	69	4265682	4293284
54	4265632	69	4265696	4293288
55	4265632	69	4265723	4264271
56	4265632	69	4265728	4264236
57	4265632	70	4265747	4293296
58	4265632	71	4265756	4263941
59	4265632	72	4265772	4293300
60	4269632	84	4269715	4264086
61	4264146	126	4268439	4267264
62	4264146	127	4268454	4263966
63	4271056	128	4271125	4264166
64	4271056	130	4271176	4264131
65	4270307	134	4270309	4264246
66	4272368	137	4272403	4263966
67	4272368	138	4272435	4293084
68	4272368	139	4272450	4293084
69	4272368	140	4272464	4263966
70	4272368	141	4272486	4293088
71	4272368	142	4272505	4263966
72	4272368	143	4272521	4293088
73	4272368	144	4272535	4293088
74	4272368	148	4272627	4293036
75	4272368	149	4272643	4263966
76	4272368	150	4272701	4293036
77	4272368	156	4272789	4293084
78	4272368	157	4272803	4263966
79	4267264	161	4267309	4263991
80	4267264	162	4267324	4264401
81	4267264	163	4267358	4293096
82	4267264	164	4267391	4293096
83	4267264	167	4267426	4266976
84	4267264	168	4267458	4267984
85	4267264	174	4267501	4293100
86	4267264	175	4267550	4264296
87	4267264	177	4267637	4293104
88	4267264	178	4267671	4293104
89	4267264	180	4267712	4293104
90	4267264	181	4267746	4293104
91	4267264	185	4267806	4293108
92	4267264	186	4267820	4263966
93	4264211	192	4269903	4264291
94	4265824	222	4265832	4264041
95	4265824	222	4265877	4293268
96	4265824	223	4265902	4264321
97	4267984	226	4268092	4293112
98	4264296	229	4271509	4293040
99	4264296	231	4271538	4293044
100	4264296	243	4271652	4272368
101	4264296	246	4271686	4293088
102	4264296	263	4271974	4293048
103	4264296	263	4271981	4293052
104	4264296	272	4272116	4293048
105	4264296	272	4272123	4293056
106	4268928	284	4268993	4288908
107	4265968	290	4266033	4264196
108	4265968	291	4266062	4293116
109	4265968	294	4266099	4293120
110	4265968	296	4266118	4264321
111	4265968	298	4266157	4264396
112	4265968	303	4266222	4264101
113	4265968	305	4266268	4293240
114	4265968	308	4266296	4293124
115	4265968	310	4266316	4264311
116	4265968	311	4266334	4289976
117	4265968	312	4266342	4293244
118	4265968	312	4266385	4263951
119	4265968	313	4266413	4293252
120	4265968	315	4266428	4293256
121	4266976	325	4267066	4293112
