1	4	b4	NULL	0	null
2	1	ebp	NULL	0	1
3	1	esp	NULL	0	1
4	2	NULL	4294967294	0	1
5	2	NULL	4287136	0	1
6	2	NULL	4264061	0	1
7	1	eax	NULL	0	1
8	4	fs	NULL	0	1
9	4	[	NULL	0	8
10	2	NULL	0	0	9
11	2	NULL	4294967276	0	1
12	1	ebx	NULL	0	1
13	1	esi	NULL	0	1
14	1	edi	NULL	0	1
15	4	ds	NULL	0	1
16	4	[	NULL	0	15
17	2	NULL	4288584	0	16
18	4	ss	NULL	0	1
19	4	[	NULL	0	18
20	4	+	NULL	0	19
21	1	ebp	NULL	0	20
22	2	NULL	4294967288	0	20
23	2	NULL	4294967280	0	20
24	2	NULL	4289960	0	16
25	2	NULL	4293312	0	16
26	2	NULL	4	0	1
27	2	NULL	4294967268	0	20
28	2	NULL	4294967268	0	20
29	2	NULL	4294967295	0	1
30	4	b1	NULL	0	null
31	4	cs	NULL	0	30
32	2	NULL	4270170	0	31
33	1	ecx	NULL	0	1
34	2	NULL	8	0	20
35	2	NULL	4293200	0	16
36	4	cs	NULL	0	1
37	2	NULL	4270321	0	36
38	2	NULL	8	0	1
39	2	NULL	4264066	0	36
40	2	NULL	4294967292	0	20
41	2	NULL	0	0	1
42	1	edx	NULL	0	1
43	2	NULL	4289960	0	16
44	2	NULL	4293312	0	16
45	2	NULL	4294967268	0	20
46	2	NULL	4289944	0	16
47	2	NULL	4293312	0	16
48	2	NULL	4294967260	0	20
49	2	NULL	4294967260	0	20
50	2	NULL	4294967268	0	20
51	2	NULL	8	0	20
52	2	NULL	4293280	0	16
53	2	NULL	4264386	0	36
54	2	NULL	12	0	1
55	2	NULL	4294967264	0	20
56	2	NULL	4294967268	0	20
57	2	NULL	4293280	0	16
58	2	NULL	4289960	0	16
59	2	NULL	4294967260	0	20
60	2	NULL	4293280	0	16
61	2	NULL	4289944	0	16
62	2	NULL	4294967292	0	20
63	2	NULL	4270307	0	36
64	2	NULL	4270318	0	31
65	2	NULL	4294967264	0	20
66	2	NULL	4294967280	0	20
67	2	NULL	324	0	1
68	2	NULL	4288584	0	16
69	2	NULL	4294967292	0	20
70	2	NULL	4288528	0	16
